Veg,Soil,Eco,Group
MW2,ST15LS,AC9,AC
MW2a,ST15LS,AC9,AC
MW3,ST15LS,AC9,AC
MW4,ST15LS,AC9,AC
MW4a,ST15LS,AC9,AC
MW5,ST15LS,AC9,AC
MW6,ST15LS,AC9,AC
MW7,ST15LS,AC9,AC
MW8,ST15LS,AC9,AC
MW9,ST15LS,AC5,AC
OW1,ST15LS,AC1,AC
OW2,ST15LS,AC1,AC
OW3,ST15LS,AC1,AC
SH4,ST15LS,AC9,AC
SP1,ST15LS,AC5,AC
SP10,ST15LS,AC5,AC
SP1a,ST15LS,AC5,AC
SP2,ST15LS,AC5,AC
SP2a,ST15LS,AC5,AC
SP3,ST15LS,AC5,AC
SP4,ST15LS,AC5,AC
SP4a,ST15LS,AC5,AC
SP4b,ST15LS,AC5,AC
SP5,ST15LS,AC5,AC
SP6,ST15LS,AC5,AC
SP7,ST15LS,AC5,AC
SP8,ST15LS,AC5,AC
CA1,ST15LSB,AC9,AC
IH1,ST15LSB,AC5,AC
IH1a,ST15LSB,AC5,AC
IH2,ST15LSB,AC5,AC
IH2a,ST15LSB,AC5,AC
IH7,ST15LSB,AC9,AC
IH8,ST15LSB,AC5,AC
KA1,ST15LSB,AC9,AC
KA2,ST15LSB,AC9,AC
KA3,ST15LSB,AC9,AC
KA4,ST15LSB,AC9,AC
MW1,ST15LSB,AC9,AC
MW10,ST15LSB,AC5,AC
MW11,ST15LSB,AC5,AC
MW12,ST15LSB,AC5,AC
MW2,ST15LSB,AC9,AC
MW2a,ST15LSB,AC9,AC
MW3,ST15LSB,AC9,AC
MW4,ST15LSB,AC9,AC
MW4a,ST15LSB,AC9,AC
MW5,ST15LSB,AC9,AC
MW6,ST15LSB,AC9,AC
MW7,ST15LSB,AC9,AC
MW8,ST15LSB,AC9,AC
MW9,ST15LSB,AC5,AC
OW1,ST15LSB,AC1,AC
OW2,ST15LSB,AC1,AC
OW3,ST15LSB,AC1,AC
SH4,ST15LSB,AC9,AC
SP1,ST15LSB,AC5,AC
SP10,ST15LSB,AC5,AC
SP1a,ST15LSB,AC5,AC
SP2,ST15LSB,AC5,AC
SP2a,ST15LSB,AC5,AC
SP3,ST15LSB,AC5,AC
SP4,ST15LSB,AC5,AC
SP4a,ST15LSB,AC5,AC
SP4b,ST15LSB,AC5,AC
SP5,ST15LSB,AC5,AC
SP6,ST15LSB,AC5,AC
SP7,ST15LSB,AC5,AC
SP8,ST15LSB,AC5,AC
CA1,ST15S,AC9,AC
IH1,ST15S,AC5,AC
IH1a,ST15S,AC5,AC
IH2,ST15S,AC5,AC
IH2a,ST15S,AC5,AC
IH7,ST15S,AC9,AC
IH8,ST15S,AC2,AC
KA1,ST15S,AC9,AC
KA2,ST15S,AC9,AC
KA3,ST15S,AC9,AC
KA4,ST15S,AC9,AC
MW1,ST15S,AC9,AC
MW10,ST15S,AC5,AC
MW11,ST15S,AC5,AC
MW12,ST15S,AC5,AC
MW2,ST15S,AC9,AC
MW2a,ST15S,AC9,AC
MW3,ST15S,AC9,AC
MW4,ST15S,AC9,AC
MW4a,ST15S,AC9,AC
MW5,ST15S,AC9,AC
MW6,ST15S,AC9,AC
MW7,ST15S,AC9,AC
MW8,ST15S,AC9,AC
MW9,ST15S,AC5,AC
OW1,ST15S,AC1,AC
OW2,ST15S,AC1,AC
OW3,ST15S,AC1,AC
SH4,ST15S,AC9,AC
SP1,ST15S,AC5,AC
SP10,ST15S,AC5,AC
SP1a,ST15S,AC5,AC
SP2,ST15S,AC5,AC
SP2a,ST15S,AC5,AC
SP3,ST15S,AC5,AC
SP4,ST15S,AC5,AC
SP4a,ST15S,AC5,AC
SP4b,ST15S,AC5,AC
SP5,ST15S,AC5,AC
SP6,ST15S,AC5,AC
SP7,ST15S,AC5,AC
SP8,ST15S,AC5,AC
CA1,ST15SB,AC9,AC
IH1,ST15SB,AC5,AC
IH1a,ST15SB,AC5,AC
IH2,ST15SB,AC5,AC
IH2a,ST15SB,AC5,AC
IH7,ST15SB,AC9,AC
IH8,ST15SB,AC2,AC
KA1,ST15SB,AC9,AC
KA2,ST15SB,AC9,AC
KA3,ST15SB,AC9,AC
KA4,ST15SB,AC9,AC
MW1,ST15SB,AC9,AC
MW10,ST15SB,AC5,AC
MW11,ST15SB,AC5,AC
MW12,ST15SB,AC5,AC
MW2,ST15SB,AC9,AC
MW2a,ST15SB,AC9,AC
MW3,ST15SB,AC9,AC
MW4,ST15SB,AC9,AC
MW4a,ST15SB,AC9,AC
MW5,ST15SB,AC9,AC
MW6,ST15SB,AC9,AC
MW7,ST15SB,AC9,AC
MW8,ST15SB,AC9,AC
MW9,ST15SB,AC5,AC
OW1,ST15SB,AC1,AC
OW2,ST15SB,AC1,AC
OW3,ST15SB,AC1,AC
SH4,ST15SB,AC9,AC
SH5,ST15SB,AC9,AC
SH5b,ST15SB,AC9,AC
SH6,ST15SB,AC9,AC
SP1,ST15SB,AC5,AC
SP10,ST15SB,AC5,AC
SP1a,ST15SB,AC5,AC
SP2,ST15SB,AC5,AC
SP2a,ST15SB,AC5,AC
SP3,ST15SB,AC5,AC
SP4,ST15SB,AC5,AC
SP4a,ST15SB,AC5,AC
SP4b,ST15SB,AC5,AC
SP5,ST15SB,AC5,AC
SP6,ST15SB,AC5,AC
SP7,ST15SB,AC5,AC
SP8,ST15SB,AC5,AC
CA1,ST16,AC10,AC
IH1,ST16,AC6,AC
IH1a,ST16,AC6,AC
IH2,ST16,AC6,AC
IH2a,ST16,AC6,AC
IH7,ST16,AC10,AC
IH8,ST16,AC3,AC
KA1,ST16,AC10,AC
KA2,ST16,AC10,AC
KA3,ST16,AC10,AC
KA4,ST16,AC10,AC
MW1,ST16,AC10,AC
MW10,ST16,AC6,AC
MW11,ST16,AC6,AC
MW12,ST16,AC6,AC
MW2,ST16,AC10,AC
MW2a,ST16,AC10,AC
MW3,ST16,AC10,AC
MW4,ST16,AC10,AC
MW4a,ST16,AC10,AC
MW5,ST16,AC10,AC
MW6,ST16,AC10,AC
MW7,ST16,AC10,AC
MW8,ST16,AC10,AC
MW9,ST16,AC6,AC
OW1,ST16,AC2,AC
OW2,ST16,AC2,AC
OW3,ST16,AC2,AC
SH1,ST16,AC10,AC
SH2,ST16,AC10,AC
SH3,ST16,AC10,AC
SH4,ST16,AC10,AC
SH5,ST16,AC10,AC
SH5a,ST16,AC10,AC
SH5b,ST16,AC10,AC
SH6,ST16,AC10,AC
SH7,ST16,AC10,AC
SH8,ST16,AC10,AC
SP1,ST16,AC6,AC
SP10,ST16,AC6,AC
SP1a,ST16,AC6,AC
SP2,ST16,AC6,AC
SP2a,ST16,AC6,AC
SP3,ST16,AC6,AC
SP4,ST16,AC6,AC
SP4a,ST16,AC6,AC
SP4b,ST16,AC6,AC
SP5,ST16,AC6,AC
SP6,ST16,AC6,AC
SP7,ST16,AC6,AC
SP8,ST16,AC6,AC
SP9,ST16,AC6,AC
TH1,ST16,AC10,AC
TH1a,ST16,AC10,AC
TH2,ST16,AC10,AC
TH2a,ST16,AC10,AC
TH3,ST16,AC10,AC
TH6,ST16,AC10,AC
TH7,ST16,AC10,AC
TH8,ST16,AC10,AC
TH8a,ST16,AC10,AC
TH9,ST16,AC10,AC
CA1,ST16B,AC10,AC
IH1,ST16B,AC6,AC
IH1a,ST16B,AC6,AC
IH2,ST16B,AC6,AC
IH2a,ST16B,AC6,AC
IH7,ST16B,AC10,AC
IH8,ST16B,AC3,AC
KA1,ST16B,AC10,AC
KA2,ST16B,AC10,AC
KA3,ST16B,AC10,AC
KA4,ST16B,AC10,AC
MW1,ST16B,AC10,AC
MW10,ST16B,AC6,AC
MW11,ST16B,AC6,AC
MW12,ST16B,AC6,AC
MW2,ST16B,AC10,AC
MW2a,ST16B,AC10,AC
MW3,ST16B,AC10,AC
MW4,ST16B,AC10,AC
MW4a,ST16B,AC10,AC
MW5,ST16B,AC10,AC
MW6,ST16B,AC10,AC
MW7,ST16B,AC10,AC
MW8,ST16B,AC10,AC
MW9,ST16B,AC6,AC
OW1,ST16B,AC2,AC
OW2,ST16B,AC2,AC
OW3,ST16B,AC2,AC
SH1,ST16B,AC10,AC
SH2,ST16B,AC10,AC
SH3,ST16B,AC10,AC
SH4,ST16B,AC10,AC
SH5,ST16B,AC10,AC
SH5a,ST16B,AC10,AC
SH5b,ST16B,AC10,AC
SH6,ST16B,AC10,AC
SH7,ST16B,AC10,AC
SH8,ST16B,AC10,AC
SP1,ST16B,AC6,AC
SP10,ST16B,AC6,AC
SP1a,ST16B,AC6,AC
SP2,ST16B,AC6,AC
SP2a,ST16B,AC6,AC
SP3,ST16B,AC6,AC
SP4,ST16B,AC6,AC
SP4a,ST16B,AC6,AC
SP4b,ST16B,AC6,AC
SP5,ST16B,AC6,AC
SP6,ST16B,AC6,AC
SP7,ST16B,AC6,AC
SP8,ST16B,AC6,AC
SP9,ST16B,AC6,AC
TH1,ST16B,AC10,AC
TH1a,ST16B,AC10,AC
TH2,ST16B,AC10,AC
TH2a,ST16B,AC10,AC
TH3,ST16B,AC10,AC
TH6,ST16B,AC10,AC
TH7,ST16B,AC10,AC
TH8,ST16B,AC10,AC
TH8a,ST16B,AC10,AC
TH9,ST16B,AC10,AC
CA1,ST16C,AC10,AC
IH1,ST16C,AC6,AC
IH1a,ST16C,AC6,AC
IH2,ST16C,AC6,AC
IH2a,ST16C,AC6,AC
IH8,ST16C,AC3,AC
MW10,ST16C,AC6,AC
MW11,ST16C,AC6,AC
MW12,ST16C,AC6,AC
MW9,ST16C,AC6,AC
OW1,ST16C,AC2,AC
OW2,ST16C,AC2,AC
OW3,ST16C,AC2,AC
SH4,ST16C,AC10,AC
SH5,ST16C,AC10,AC
SH5b,ST16C,AC10,AC
SH6,ST16C,AC10,AC
SP1,ST16C,AC6,AC
SP1a,ST16C,AC6,AC
SP2,ST16C,AC6,AC
SP2a,ST16C,AC6,AC
SP3,ST16C,AC6,AC
SP4,ST16C,AC6,AC
SP4a,ST16C,AC6,AC
SP4b,ST16C,AC6,AC
SP5,ST16C,AC6,AC
SP6,ST16C,AC6,AC
SP7,ST16C,AC6,AC
SP9,ST16C,AC6,AC
CA1,ST16CB,AC10,AC
IH1,ST16CB,AC6,AC
IH1a,ST16CB,AC6,AC
IH2,ST16CB,AC6,AC
IH2a,ST16CB,AC6,AC
IH8,ST16CB,AC3,AC
MW10,ST16CB,AC6,AC
MW11,ST16CB,AC6,AC
MW12,ST16CB,AC6,AC
MW9,ST16CB,AC6,AC
OW1,ST16CB,AC2,AC
OW2,ST16CB,AC2,AC
OW3,ST16CB,AC2,AC
SH4,ST16CB,AC10,AC
SH5,ST16CB,AC10,AC
SH5b,ST16CB,AC10,AC
SH6,ST16CB,AC10,AC
SP1,ST16CB,AC6,AC
SP1a,ST16CB,AC6,AC
SP2,ST16CB,AC6,AC
SP2a,ST16CB,AC6,AC
SP3,ST16CB,AC6,AC
SP4,ST16CB,AC6,AC
SP4a,ST16CB,AC6,AC
SP4b,ST16CB,AC6,AC
SP5,ST16CB,AC6,AC
SP6,ST16CB,AC6,AC
SP7,ST16CB,AC6,AC
SP9,ST16CB,AC6,AC
CA1,ST16CS,AC10,AC
IH1,ST16CS,AC6,AC
IH1a,ST16CS,AC6,AC
IH2,ST16CS,AC6,AC
IH2a,ST16CS,AC6,AC
IH8,ST16CS,AC3,AC
MW10,ST16CS,AC6,AC
MW11,ST16CS,AC6,AC
MW12,ST16CS,AC6,AC
MW9,ST16CS,AC6,AC
OW1,ST16CS,AC2,AC
OW2,ST16CS,AC2,AC
OW3,ST16CS,AC2,AC
SH4,ST16CS,AC10,AC
SH5,ST16CS,AC10,AC
SH5b,ST16CS,AC10,AC
SH6,ST16CS,AC10,AC
SP1,ST16CS,AC6,AC
SP1a,ST16CS,AC6,AC
SP2,ST16CS,AC6,AC
SP2a,ST16CS,AC6,AC
SP3,ST16CS,AC6,AC
SP4,ST16CS,AC6,AC
SP4a,ST16CS,AC6,AC
SP4b,ST16CS,AC6,AC
SP5,ST16CS,AC6,AC
SP6,ST16CS,AC6,AC
SP7,ST16CS,AC6,AC
SP9,ST16CS,AC6,AC
CA1,ST16CSB,AC10,AC
IH1,ST16CSB,AC6,AC
IH1a,ST16CSB,AC6,AC
IH2,ST16CSB,AC6,AC
IH2a,ST16CSB,AC6,AC
IH8,ST16CSB,AC3,AC
MW10,ST16CSB,AC6,AC
MW11,ST16CSB,AC6,AC
MW12,ST16CSB,AC6,AC
MW9,ST16CSB,AC6,AC
OW1,ST16CSB,AC2,AC
OW2,ST16CSB,AC2,AC
OW3,ST16CSB,AC2,AC
SH4,ST16CSB,AC10,AC
SH5,ST16CSB,AC10,AC
SH5b,ST16CSB,AC10,AC
SH6,ST16CSB,AC10,AC
SP1,ST16CSB,AC6,AC
SP1a,ST16CSB,AC6,AC
SP2,ST16CSB,AC6,AC
SP2a,ST16CSB,AC6,AC
SP3,ST16CSB,AC6,AC
SP4,ST16CSB,AC6,AC
SP4a,ST16CSB,AC6,AC
SP4b,ST16CSB,AC6,AC
SP5,ST16CSB,AC6,AC
SP6,ST16CSB,AC6,AC
SP7,ST16CSB,AC6,AC
SP9,ST16CSB,AC6,AC
CA1,ST16L,AC10,AC
IH1,ST16L,AC6,AC
IH1a,ST16L,AC6,AC
IH2,ST16L,AC6,AC
IH2a,ST16L,AC6,AC
IH7,ST16L,AC10,AC
IH8,ST16L,AC6,AC
KA1,ST16L,AC10,AC
KA2,ST16L,AC10,AC
KA3,ST16L,AC10,AC
KA4,ST16L,AC10,AC
MW1,ST16L,AC10,AC
MW10,ST16L,AC6,AC
MW11,ST16L,AC6,AC
MW12,ST16L,AC6,AC
MW2,ST16L,AC10,AC
MW2a,ST16L,AC10,AC
MW3,ST16L,AC10,AC
MW4,ST16L,AC10,AC
MW4a,ST16L,AC10,AC
MW5,ST16L,AC10,AC
MW6,ST16L,AC10,AC
MW7,ST16L,AC10,AC
MW8,ST16L,AC10,AC
MW9,ST16L,AC6,AC
OW1,ST16L,AC2,AC
OW2,ST16L,AC2,AC
OW3,ST16L,AC2,AC
SH1,ST16L,AC10,AC
SH2,ST16L,AC10,AC
SH3,ST16L,AC10,AC
SH4,ST16L,AC10,AC
SH5,ST16L,AC10,AC
SH5a,ST16L,AC10,AC
SH5b,ST16L,AC10,AC
SH6,ST16L,AC10,AC
SH7,ST16L,AC10,AC
SH8,ST16L,AC10,AC
SP1,ST16L,AC6,AC
SP10,ST16L,AC6,AC
SP1a,ST16L,AC6,AC
SP2,ST16L,AC6,AC
SP2a,ST16L,AC6,AC
SP3,ST16L,AC6,AC
SP4,ST16L,AC6,AC
SP4a,ST16L,AC6,AC
SP4b,ST16L,AC6,AC
SP5,ST16L,AC6,AC
SP6,ST16L,AC6,AC
SP7,ST16L,AC6,AC
SP8,ST16L,AC6,AC
SP9,ST16L,AC6,AC
TH1,ST16L,AC10,AC
TH1a,ST16L,AC10,AC
TH2,ST16L,AC10,AC
TH2a,ST16L,AC10,AC
TH3,ST16L,AC10,AC
TH6,ST16L,AC10,AC
TH7,ST16L,AC10,AC
TH8,ST16L,AC10,AC
TH8a,ST16L,AC10,AC
TH9,ST16L,AC10,AC
CA1,ST16LB,AC10,AC
IH1,ST16LB,AC6,AC
IH1a,ST16LB,AC6,AC
IH2,ST16LB,AC6,AC
IH2a,ST16LB,AC6,AC
IH7,ST16LB,AC10,AC
IH8,ST16LB,AC6,AC
KA1,ST16LB,AC10,AC
KA2,ST16LB,AC10,AC
KA3,ST16LB,AC10,AC
KA4,ST16LB,AC10,AC
MW1,ST16LB,AC10,AC
MW10,ST16LB,AC6,AC
MW11,ST16LB,AC6,AC
MW12,ST16LB,AC6,AC
MW2,ST16LB,AC10,AC
MW2a,ST16LB,AC10,AC
MW3,ST16LB,AC10,AC
MW4,ST16LB,AC10,AC
MW4a,ST16LB,AC10,AC
MW5,ST16LB,AC10,AC
MW6,ST16LB,AC10,AC
MW7,ST16LB,AC10,AC
MW8,ST16LB,AC10,AC
MW9,ST16LB,AC6,AC
OW1,ST16LB,AC2,AC
OW2,ST16LB,AC2,AC
OW3,ST16LB,AC2,AC
SH1,ST16LB,AC10,AC
SH2,ST16LB,AC10,AC
SH3,ST16LB,AC10,AC
SH4,ST16LB,AC10,AC
SH5,ST16LB,AC10,AC
SH5a,ST16LB,AC10,AC
SH5b,ST16LB,AC10,AC
SH6,ST16LB,AC10,AC
SH7,ST16LB,AC10,AC
SH8,ST16LB,AC10,AC
SP1,ST16LB,AC6,AC
SP10,ST16LB,AC6,AC
SP1a,ST16LB,AC6,AC
SP2,ST16LB,AC6,AC
SP2a,ST16LB,AC6,AC
SP3,ST16LB,AC6,AC
SP4,ST16LB,AC6,AC
SP4a,ST16LB,AC6,AC
SP4b,ST16LB,AC6,AC
SP5,ST16LB,AC6,AC
SP6,ST16LB,AC6,AC
SP7,ST16LB,AC6,AC
SP8,ST16LB,AC6,AC
SP9,ST16LB,AC6,AC
TH1,ST16LB,AC10,AC
TH1a,ST16LB,AC10,AC
TH2,ST16LB,AC10,AC
TH2a,ST16LB,AC10,AC
TH3,ST16LB,AC10,AC
TH6,ST16LB,AC10,AC
TH7,ST16LB,AC10,AC
TH8,ST16LB,AC10,AC
TH8a,ST16LB,AC10,AC
TH9,ST16LB,AC10,AC
CA1,ST16LS,AC10,AC
IH1,ST16LS,AC6,AC
IH1a,ST16LS,AC6,AC
IH2,ST16LS,AC6,AC
IH2a,ST16LS,AC6,AC
IH7,ST16LS,AC10,AC
IH8,ST16LS,AC6,AC
KA1,ST16LS,AC10,AC
KA2,ST16LS,AC10,AC
KA3,ST16LS,AC10,AC
KA4,ST16LS,AC10,AC
MW1,ST16LS,AC10,AC
MW10,ST16LS,AC6,AC
MW11,ST16LS,AC6,AC
MW12,ST16LS,AC6,AC
MW2,ST16LS,AC10,AC
MW2a,ST16LS,AC10,AC
MW3,ST16LS,AC10,AC
MW4,ST16LS,AC10,AC
MW4a,ST16LS,AC10,AC
MW5,ST16LS,AC10,AC
MW6,ST16LS,AC10,AC
MW7,ST16LS,AC10,AC
MW8,ST16LS,AC10,AC
MW9,ST16LS,AC6,AC
OW1,ST16LS,AC2,AC
OW2,ST16LS,AC2,AC
OW3,ST16LS,AC2,AC
SH4,ST16LS,AC10,AC
SP1,ST16LS,AC6,AC
SP10,ST16LS,AC6,AC
SP1a,ST16LS,AC6,AC
SP2,ST16LS,AC6,AC
SP2a,ST16LS,AC6,AC
SP3,ST16LS,AC6,AC
SP4,ST16LS,AC6,AC
SP4a,ST16LS,AC6,AC
SP4b,ST16LS,AC6,AC
SP5,ST16LS,AC6,AC
SP6,ST16LS,AC6,AC
SP7,ST16LS,AC6,AC
SP8,ST16LS,AC6,AC
SP9,ST16LS,AC6,AC
CA1,ST16LSB,AC10,AC
IH1,ST16LSB,AC6,AC
IH1a,ST16LSB,AC6,AC
IH2,ST16LSB,AC6,AC
IH2a,ST16LSB,AC6,AC
IH7,ST16LSB,AC10,AC
IH8,ST16LSB,AC6,AC
KA1,ST16LSB,AC10,AC
KA2,ST16LSB,AC10,AC
KA3,ST16LSB,AC10,AC
KA4,ST16LSB,AC10,AC
MW1,ST16LSB,AC10,AC
MW10,ST16LSB,AC6,AC
MW11,ST16LSB,AC6,AC
MW12,ST16LSB,AC6,AC
MW2,ST16LSB,AC10,AC
MW2a,ST16LSB,AC10,AC
MW3,ST16LSB,AC10,AC
MW4,ST16LSB,AC10,AC
MW4a,ST16LSB,AC10,AC
MW5,ST16LSB,AC10,AC
MW6,ST16LSB,AC10,AC
MW7,ST16LSB,AC10,AC
MW8,ST16LSB,AC10,AC
MW9,ST16LSB,AC6,AC
OW1,ST16LSB,AC2,AC
OW2,ST16LSB,AC2,AC
OW3,ST16LSB,AC2,AC
SH4,ST16LSB,AC10,AC
SP1,ST16LSB,AC6,AC
SP10,ST16LSB,AC6,AC
SP1a,ST16LSB,AC6,AC
SP2,ST16LSB,AC6,AC
SP2a,ST16LSB,AC6,AC
SP3,ST16LSB,AC6,AC
SP4,ST16LSB,AC6,AC
SP4a,ST16LSB,AC6,AC
SP4b,ST16LSB,AC6,AC
SP5,ST16LSB,AC6,AC
SP6,ST16LSB,AC6,AC
SP7,ST16LSB,AC6,AC
SP8,ST16LSB,AC6,AC
SP9,ST16LSB,AC6,AC
CA1,ST16S,AC10,AC
IH1,ST16S,AC6,AC
IH1a,ST16S,AC6,AC
IH2,ST16S,AC6,AC
IH2a,ST16S,AC6,AC
IH7,ST16S,AC10,AC
IH8,ST16S,AC3,AC
KA1,ST16S,AC10,AC
KA2,ST16S,AC10,AC
KA3,ST16S,AC10,AC
KA4,ST16S,AC10,AC
MW1,ST16S,AC10,AC
MW10,ST16S,AC6,AC
MW11,ST16S,AC6,AC
MW12,ST16S,AC6,AC
MW2,ST16S,AC10,AC
MW2a,ST16S,AC10,AC
MW3,ST16S,AC10,AC
MW4,ST16S,AC10,AC
MW4a,ST16S,AC10,AC
MW5,ST16S,AC10,AC
MW6,ST16S,AC10,AC
MW7,ST16S,AC10,AC
MW8,ST16S,AC10,AC
MW9,ST16S,AC6,AC
OW1,ST16S,AC2,AC
OW2,ST16S,AC2,AC
OW3,ST16S,AC2,AC
SH4,ST16S,AC10,AC
SP1,ST16S,AC6,AC
SP10,ST16S,AC6,AC
SP1a,ST16S,AC6,AC
SP2,ST16S,AC6,AC
SP2a,ST16S,AC6,AC
SP3,ST16S,AC6,AC
SP4,ST16S,AC6,AC
SP4a,ST16S,AC6,AC
SP4b,ST16S,AC6,AC
SP5,ST16S,AC6,AC
SP6,ST16S,AC6,AC
SP7,ST16S,AC6,AC
SP8,ST16S,AC6,AC
SP9,ST16S,AC6,AC
CA1,ST16SB,AC10,AC
IH1,ST16SB,AC6,AC
IH1a,ST16SB,AC6,AC
IH2,ST16SB,AC6,AC
IH2a,ST16SB,AC6,AC
IH7,ST16SB,AC10,AC
IH8,ST16SB,AC3,AC
KA1,ST16SB,AC10,AC
KA2,ST16SB,AC10,AC
KA3,ST16SB,AC10,AC
KA4,ST16SB,AC10,AC
MW1,ST16SB,AC10,AC
MW10,ST16SB,AC6,AC
MW11,ST16SB,AC6,AC
MW12,ST16SB,AC6,AC
MW2,ST16SB,AC10,AC
MW2a,ST16SB,AC10,AC
MW3,ST16SB,AC10,AC
MW4,ST16SB,AC10,AC
MW4a,ST16SB,AC10,AC
MW5,ST16SB,AC10,AC
MW6,ST16SB,AC10,AC
MW7,ST16SB,AC10,AC
MW8,ST16SB,AC10,AC
MW9,ST16SB,AC6,AC
OW1,ST16SB,AC2,AC
OW2,ST16SB,AC2,AC
OW3,ST16SB,AC2,AC
SH4,ST16SB,AC10,AC
SH5,ST16SB,AC10,AC
SH5b,ST16SB,AC10,AC
SH6,ST16SB,AC10,AC
SP1,ST16SB,AC6,AC
SP10,ST16SB,AC6,AC
SP1a,ST16SB,AC6,AC
SP2,ST16SB,AC6,AC
SP2a,ST16SB,AC6,AC
SP3,ST16SB,AC6,AC
SP4,ST16SB,AC6,AC
SP4a,ST16SB,AC6,AC
SP4b,ST16SB,AC6,AC
SP5,ST16SB,AC6,AC
SP6,ST16SB,AC6,AC
SP7,ST16SB,AC6,AC
SP8,ST16SB,AC6,AC
SP9,ST16SB,AC6,AC
CA1,ST17,AC9,AC
KA1,ST17,AC9,AC
KA2,ST17,AC9,AC
KA3,ST17,AC9,AC
KA4,ST17,AC9,AC
MW1,ST17,AC9,AC
MW2,ST17,AC9,AC
MW2a,ST17,AC9,AC
MW3,ST17,AC9,AC
MW4,ST17,AC9,AC
MW4a,ST17,AC9,AC
MW5,ST17,AC9,AC
MW6,ST17,AC9,AC
MW7,ST17,AC9,AC
MW8,ST17,AC9,AC
OW5,ST17,AC13,AC
SH5,ST17,AC9,AC
SH5a,ST17,AC9,AC
SH5b,ST17,AC9,AC
SH6,ST17,AC9,AC
SH7,ST17,AC9,AC
SH8,ST17,AC9,AC
TH1,ST17,AC9,AC
TH1a,ST17,AC9,AC
TH2,ST17,AC9,AC
TH2a,ST17,AC9,AC
TH3,ST17,AC9,AC
TH5,ST17,AC9,AC
TH6,ST17,AC9,AC
TH7,ST17,AC9,AC
TH8,ST17,AC9,AC
TH8a,ST17,AC9,AC
TH9,ST17,AC9,AC
CA1,ST17S,AC9,AC
KA1,ST17S,AC9,AC
KA2,ST17S,AC9,AC
KA3,ST17S,AC9,AC
KA4,ST17S,AC9,AC
MW1,ST17S,AC9,AC
MW2,ST17S,AC9,AC
MW2a,ST17S,AC9,AC
MW3,ST17S,AC9,AC
MW4,ST17S,AC9,AC
MW4a,ST17S,AC9,AC
MW5,ST17S,AC9,AC
MW6,ST17S,AC9,AC
MW7,ST17S,AC9,AC
MW8,ST17S,AC9,AC
OW5,ST17S,AC13,AC
SH5,ST17S,AC9,AC
SH5a,ST17S,AC9,AC
SH5b,ST17S,AC9,AC
SH6,ST17S,AC9,AC
SH7,ST17S,AC9,AC
SH8,ST17S,AC9,AC
TH1,ST17S,AC9,AC
TH1a,ST17S,AC9,AC
TH2,ST17S,AC9,AC
TH2a,ST17S,AC9,AC
TH3,ST17S,AC9,AC
TH5,ST17S,AC9,AC
TH6,ST17S,AC9,AC
TH7,ST17S,AC9,AC
TH8,ST17S,AC9,AC
TH8a,ST17S,AC9,AC
TH9,ST17S,AC9,AC
CA1,ST18,AC10,AC
KA1,ST18,AC10,AC
KA2,ST18,AC10,AC
KA3,ST18,AC10,AC
KA4,ST18,AC10,AC
MW1,ST18,AC10,AC
MW2,ST18,AC10,AC
MW2a,ST18,AC10,AC
MW3,ST18,AC10,AC
MW4,ST18,AC10,AC
MW4a,ST18,AC10,AC
MW5,ST18,AC10,AC
MW6,ST18,AC10,AC
MW7,ST18,AC10,AC
MW8,ST18,AC10,AC
OW5,ST18,AC14,AC
SH5,ST18,AC10,AC
SH5a,ST18,AC10,AC
SH5b,ST18,AC10,AC
SH6,ST18,AC10,AC
SH7,ST18,AC10,AC
SH8,ST18,AC10,AC
TH1,ST18,AC10,AC
TH1a,ST18,AC10,AC
TH2,ST18,AC10,AC
TH2a,ST18,AC10,AC
TH3,ST18,AC10,AC
TH6,ST18,AC10,AC
TH7,ST18,AC10,AC
TH8,ST18,AC10,AC
TH8a,ST18,AC10,AC
TH9,ST18,AC10,AC
CA1,ST18S,AC10,AC
KA1,ST18S,AC10,AC
KA2,ST18S,AC10,AC
KA3,ST18S,AC10,AC
KA4,ST18S,AC10,AC
MW1,ST18S,AC10,AC
MW2,ST18S,AC10,AC
MW2a,ST18S,AC10,AC
MW3,ST18S,AC10,AC
MW4,ST18S,AC10,AC
MW4a,ST18S,AC10,AC
MW5,ST18S,AC10,AC
MW6,ST18S,AC10,AC
MW7,ST18S,AC10,AC
MW8,ST18S,AC10,AC
OW5,ST18S,AC14,AC
SH5,ST18S,AC10,AC
SH5a,ST18S,AC10,AC
SH5b,ST18S,AC10,AC
SH6,ST18S,AC10,AC
SH7,ST18S,AC10,AC
SH8,ST18S,AC10,AC
TH1,ST18S,AC10,AC
TH1a,ST18S,AC10,AC
TH2,ST18S,AC10,AC
TH2a,ST18S,AC10,AC
TH3,ST18S,AC10,AC
TH6,ST18S,AC10,AC
TH7,ST18S,AC10,AC
TH8,ST18S,AC10,AC
TH8a,ST18S,AC10,AC
TH9,ST18S,AC10,AC
CA2,ST1B,AC5,AC
IH1,ST1B,AC5,AC
IH1a,ST1B,AC5,AC
IH2,ST1B,AC5,AC
IH2a,ST1B,AC5,AC
IH4,ST1B,AC9,AC
IH4a,ST1B,AC9,AC
IH6,ST1B,AC9,AC
IH6a,ST1B,AC9,AC
IH6b,ST1B,AC9,AC
IH7,ST1B,AC9,AC
IH8,ST1B,AC5,AC
MW10,ST1B,AC5,AC
MW11,ST1B,AC5,AC
