Veg,Soil,Eco,Group
SP2a,ST3LSB,AC7,AC
SP3,ST3LSB,AC7,AC
SP4,ST3LSB,AC7,AC
SP4a,ST3LSB,AC7,AC
SP4b,ST3LSB,AC7,AC
SP5,ST3LSB,AC7,AC
SP6,ST3LSB,AC7,AC
SP7,ST3LSB,AC7,AC
SP8,ST3LSB,AC7,AC
SP9,ST3LSB,AC7,AC
TH1,ST3LSB,AC14,AC
TH1a,ST3LSB,AC14,AC
TH2,ST3LSB,AC14,AC
TH2a,ST3LSB,AC14,AC
TH3,ST3LSB,AC14,AC
TH6,ST3LSB,AC14,AC
TH7,ST3LSB,AC14,AC
TH8,ST3LSB,AC14,AC
TH8a,ST3LSB,AC14,AC
TH9,ST3LSB,AC14,AC
CA1,ST3S,AC11,AC
CA2,ST3S,AC7,AC
IH1,ST3S,AC7,AC
IH1a,ST3S,AC7,AC
IH2,ST3S,AC7,AC
IH2a,ST3S,AC7,AC
IH3,ST3S,AC11,AC
IH4,ST3S,AC11,AC
IH4a,ST3S,AC11,AC
IH5,ST3S,AC11,AC
IH6,ST3S,AC11,AC
IH6a,ST3S,AC11,AC
IH6b,ST3S,AC11,AC
IH7,ST3S,AC11,AC
IH8,ST3S,AC7,AC
IH9,ST3S,AC11,AC
KA1,ST3S,AC11,AC
KA2,ST3S,AC11,AC
KA3,ST3S,AC11,AC
KA4,ST3S,AC11,AC
MW1,ST3S,AC11,AC
MW10,ST3S,AC7,AC
MW11,ST3S,AC7,AC
MW12,ST3S,AC7,AC
MW2,ST3S,AC11,AC
MW2a,ST3S,AC11,AC
MW3,ST3S,AC11,AC
MW4,ST3S,AC11,AC
MW4a,ST3S,AC11,AC
MW5,ST3S,AC11,AC
MW6,ST3S,AC11,AC
MW7,ST3S,AC11,AC
MW8,ST3S,AC11,AC
MW9,ST3S,AC7,AC
OW1,ST3S,AC3,AC
OW2,ST3S,AC3,AC
OW3,ST3S,AC3,AC
OW4,ST3S,AC11,AC
SH1,ST3S,AC11,AC
SH2,ST3S,AC11,AC
SH3,ST3S,AC11,AC
SH4,ST3S,AC11,AC
SH5,ST3S,AC11,AC
SH5a,ST3S,AC11,AC
SH5b,ST3S,AC11,AC
SH6,ST3S,AC11,AC
SH7,ST3S,AC11,AC
SH8,ST3S,AC11,AC
SP1,ST3S,AC7,AC
SP10,ST3S,AC7,AC
SP1a,ST3S,AC7,AC
SP2,ST3S,AC7,AC
SP2a,ST3S,AC7,AC
SP3,ST3S,AC7,AC
SP4,ST3S,AC7,AC
SP4a,ST3S,AC7,AC
SP4b,ST3S,AC7,AC
SP5,ST3S,AC7,AC
SP6,ST3S,AC7,AC
SP7,ST3S,AC7,AC
SP8,ST3S,AC7,AC
SP9,ST3S,AC7,AC
TH1,ST3S,AC14,AC
TH1a,ST3S,AC14,AC
TH2,ST3S,AC14,AC
TH2a,ST3S,AC14,AC
TH3,ST3S,AC14,AC
TH6,ST3S,AC14,AC
TH7,ST3S,AC14,AC
TH8,ST3S,AC14,AC
TH8a,ST3S,AC14,AC
TH9,ST3S,AC14,AC
CA1,ST3SB,AC11,AC
CA2,ST3SB,AC7,AC
IH1,ST3SB,AC7,AC
IH1a,ST3SB,AC7,AC
IH2,ST3SB,AC7,AC
IH2a,ST3SB,AC7,AC
IH3,ST3SB,AC11,AC
IH4,ST3SB,AC11,AC
IH4a,ST3SB,AC11,AC
IH5,ST3SB,AC11,AC
IH6,ST3SB,AC11,AC
IH6a,ST3SB,AC11,AC
IH6b,ST3SB,AC11,AC
IH7,ST3SB,AC11,AC
IH8,ST3SB,AC7,AC
IH9,ST3SB,AC11,AC
KA1,ST3SB,AC11,AC
KA2,ST3SB,AC11,AC
KA3,ST3SB,AC11,AC
KA4,ST3SB,AC11,AC
MW1,ST3SB,AC11,AC
MW10,ST3SB,AC7,AC
MW11,ST3SB,AC7,AC
MW12,ST3SB,AC7,AC
MW2,ST3SB,AC11,AC
MW2a,ST3SB,AC11,AC
MW3,ST3SB,AC11,AC
MW4,ST3SB,AC11,AC
MW4a,ST3SB,AC11,AC
MW5,ST3SB,AC11,AC
MW6,ST3SB,AC11,AC
MW7,ST3SB,AC11,AC
MW8,ST3SB,AC11,AC
MW9,ST3SB,AC7,AC
OW1,ST3SB,AC3,AC
OW2,ST3SB,AC3,AC
OW3,ST3SB,AC3,AC
OW4,ST3SB,AC11,AC
SH1,ST3SB,AC11,AC
SH2,ST3SB,AC11,AC
SH3,ST3SB,AC11,AC
SH4,ST3SB,AC11,AC
SH5,ST3SB,AC11,AC
SH5a,ST3SB,AC11,AC
SH5b,ST3SB,AC11,AC
SH6,ST3SB,AC11,AC
SH7,ST3SB,AC11,AC
SH8,ST3SB,AC11,AC
SP1,ST3SB,AC7,AC
SP10,ST3SB,AC7,AC
SP1a,ST3SB,AC7,AC
SP2,ST3SB,AC7,AC
SP2a,ST3SB,AC7,AC
SP3,ST3SB,AC7,AC
SP4,ST3SB,AC7,AC
SP4a,ST3SB,AC7,AC
SP4b,ST3SB,AC7,AC
SP5,ST3SB,AC7,AC
SP6,ST3SB,AC7,AC
SP7,ST3SB,AC7,AC
SP8,ST3SB,AC7,AC
SP9,ST3SB,AC7,AC
TH1,ST3SB,AC14,AC
TH1a,ST3SB,AC14,AC
TH2,ST3SB,AC14,AC
TH2a,ST3SB,AC14,AC
TH3,ST3SB,AC14,AC
TH6,ST3SB,AC14,AC
TH7,ST3SB,AC14,AC
TH8,ST3SB,AC14,AC
TH8a,ST3SB,AC14,AC
TH9,ST3SB,AC14,AC
WC1,ST4,AC4,AC
WC10,ST4,AC12,AC
WC10a,ST4,AC12,AC
WC11,ST4,AC4,AC
WC2,ST4,AC4,AC
WC2a,ST4,AC4,AC
WC3,ST4,AC4,AC
WC4,ST4,AC4,AC
WC5,ST4,AC8,AC
WC6,ST4,AC8,AC
WC7,ST4,AC8,AC
WC7a,ST4,AC8,AC
WC8,ST4,AC8,AC
WC9,ST4,AC8,AC
WD2,ST4,AC8,AC
WD3,ST4,AC12,AC
WD4,ST4,AC12,AC
WD5,ST4,AC12,AC
WM1,ST4,AC8,AC
WM2,ST4,AC12,AC
WM3,ST4,AC8,AC
WM3a,ST4,AC8,AC
WM4,ST4,AC12,AC
WC1,ST4B,AC4,AC
WC10,ST4B,AC12,AC
WC10a,ST4B,AC12,AC
WC11,ST4B,AC4,AC
WC2,ST4B,AC4,AC
WC2a,ST4B,AC4,AC
WC3,ST4B,AC4,AC
WC4,ST4B,AC4,AC
WC5,ST4B,AC8,AC
WC6,ST4B,AC8,AC
WC7,ST4B,AC8,AC
WC7a,ST4B,AC8,AC
WC8,ST4B,AC8,AC
WC9,ST4B,AC8,AC
WD2,ST4B,AC8,AC
WD3,ST4B,AC12,AC
WD4,ST4B,AC12,AC
WD5,ST4B,AC12,AC
WM1,ST4B,AC8,AC
WM2,ST4B,AC12,AC
WM3,ST4B,AC8,AC
WM3a,ST4B,AC8,AC
WM4,ST4B,AC12,AC
WC1,ST4S,AC4,AC
WC10,ST4S,AC12,AC
WC10a,ST4S,AC12,AC
WC11,ST4S,AC4,AC
WC2,ST4S,AC4,AC
WC2a,ST4S,AC4,AC
WC3,ST4S,AC4,AC
WC4,ST4S,AC4,AC
WC5,ST4S,AC8,AC
WC6,ST4S,AC8,AC
WC7,ST4S,AC8,AC
WC7a,ST4S,AC8,AC
WC8,ST4S,AC8,AC
WC9,ST4S,AC8,AC
WD2,ST4S,AC8,AC
WD3,ST4S,AC12,AC
WD4,ST4S,AC12,AC
WD5,ST4S,AC12,AC
WM1,ST4S,AC8,AC
WM2,ST4S,AC12,AC
WM3,ST4S,AC8,AC
WM3a,ST4S,AC8,AC
WM4,ST4S,AC12,AC
WC1,ST4SB,AC4,AC
WC10,ST4SB,AC12,AC
WC10a,ST4SB,AC12,AC
WC11,ST4SB,AC4,AC
WC2,ST4SB,AC4,AC
WC2a,ST4SB,AC4,AC
WC3,ST4SB,AC4,AC
WC4,ST4SB,AC4,AC
WC5,ST4SB,AC8,AC
WC6,ST4SB,AC8,AC
WC7,ST4SB,AC8,AC
WC7a,ST4SB,AC8,AC
WC8,ST4SB,AC8,AC
WC9,ST4SB,AC8,AC
WD2,ST4SB,AC8,AC
WD3,ST4SB,AC12,AC
WD4,ST4SB,AC12,AC
WD5,ST4SB,AC12,AC
WM1,ST4SB,AC8,AC
WM2,ST4SB,AC12,AC
WM3,ST4SB,AC8,AC
WM3a,ST4SB,AC8,AC
WM4,ST4SB,AC12,AC
CA1,ST5,AC10,AC
CA2,ST5,AC6,AC
IH1,ST5,AC6,AC
IH1a,ST5,AC6,AC
IH2,ST5,AC6,AC
IH2a,ST5,AC6,AC
IH3,ST5,AC13,AC
IH4,ST5,AC10,AC
IH4a,ST5,AC10,AC
IH5,ST5,AC13,AC
IH6,ST5,AC10,AC
IH6a,ST5,AC10,AC
IH6b,ST5,AC10,AC
IH7,ST5,AC13,AC
IH8,ST5,AC6,AC
IH9,ST5,AC10,AC
KA1,ST5,AC13,AC
KA2,ST5,AC13,AC
KA3,ST5,AC13,AC
KA4,ST5,AC13,AC
MW1,ST5,AC13,AC
MW10,ST5,AC6,AC
MW11,ST5,AC6,AC
MW12,ST5,AC6,AC
MW2,ST5,AC13,AC
MW2a,ST5,AC13,AC
MW3,ST5,AC13,AC
MW4,ST5,AC13,AC
MW4a,ST5,AC13,AC
MW5,ST5,AC13,AC
MW6,ST5,AC13,AC
MW7,ST5,AC10,AC
MW8,ST5,AC10,AC
MW9,ST5,AC6,AC
OF1,ST5,AC13,AC
OF3,ST5,AC13,AC
OF4,ST5,AC13,AC
OF5,ST5,AC13,AC
OF6,ST5,AC13,AC
OF7,ST5,AC13,AC
OF8,ST5,AC13,AC
OF9,ST5,AC13,AC
OW1,ST5,AC2,AC
OW2,ST5,AC2,AC
SH1,ST5,AC10,AC
SH2,ST5,AC10,AC
SH3,ST5,AC10,AC
SH4,ST5,AC10,AC
SH5,ST5,AC10,AC
SH5a,ST5,AC10,AC
SH5b,ST5,AC10,AC
SH6,ST5,AC10,AC
SH7,ST5,AC10,AC
SH8,ST5,AC10,AC
SP1,ST5,AC6,AC
SP10,ST5,AC6,AC
SP1a,ST5,AC6,AC
SP2,ST5,AC6,AC
SP2a,ST5,AC6,AC
SP3,ST5,AC6,AC
SP4,ST5,AC6,AC
SP4a,ST5,AC6,AC
SP4b,ST5,AC6,AC
SP5,ST5,AC6,AC
SP6,ST5,AC6,AC
SP7,ST5,AC6,AC
SP8,ST5,AC6,AC
SP9,ST5,AC6,AC
TH1,ST5,AC13,AC
TH1a,ST5,AC13,AC
TH2,ST5,AC13,AC
TH2a,ST5,AC13,AC
TH3,ST5,AC13,AC
TH4,ST5,AC13,AC
TH5,ST5,AC13,AC
TH6,ST5,AC13,AC
TH7,ST5,AC13,AC
TH8,ST5,AC13,AC
TH8a,ST5,AC13,AC
TH9,ST5,AC13,AC
CA1,ST5C,AC10,AC
CA2,ST5C,AC6,AC
IH1,ST5C,AC6,AC
IH1a,ST5C,AC6,AC
IH2,ST5C,AC6,AC
IH2a,ST5C,AC6,AC
IH3,ST5C,AC13,AC
IH4,ST5C,AC10,AC
IH4a,ST5C,AC10,AC
IH5,ST5C,AC13,AC
IH6,ST5C,AC10,AC
IH6a,ST5C,AC10,AC
IH6b,ST5C,AC10,AC
IH7,ST5C,AC13,AC
IH8,ST5C,AC6,AC
IH9,ST5C,AC10,AC
KA1,ST5C,AC13,AC
KA2,ST5C,AC13,AC
KA3,ST5C,AC13,AC
KA4,ST5C,AC13,AC
MW1,ST5C,AC10,AC
MW10,ST5C,AC6,AC
MW11,ST5C,AC6,AC
MW12,ST5C,AC6,AC
MW2,ST5C,AC10,AC
MW2a,ST5C,AC10,AC
MW3,ST5C,AC10,AC
MW4,ST5C,AC10,AC
MW4a,ST5C,AC10,AC
MW5,ST5C,AC10,AC
MW6,ST5C,AC10,AC
MW7,ST5C,AC10,AC
MW8,ST5C,AC10,AC
MW9,ST5C,AC6,AC
OF1,ST5C,AC13,AC
OF3,ST5C,AC13,AC
OF4,ST5C,AC13,AC
OF5,ST5C,AC13,AC
OF6,ST5C,AC13,AC
OF7,ST5C,AC13,AC
OF8,ST5C,AC13,AC
OF9,ST5C,AC13,AC
OW1,ST5C,AC2,AC
OW2,ST5C,AC2,AC
SH1,ST5C,AC10,AC
SH2,ST5C,AC10,AC
SH3,ST5C,AC10,AC
SH4,ST5C,AC10,AC
SH5,ST5C,AC10,AC
SH5a,ST5C,AC10,AC
SH5b,ST5C,AC10,AC
SH6,ST5C,AC10,AC
SH7,ST5C,AC10,AC
SH8,ST5C,AC10,AC
SP1,ST5C,AC6,AC
SP10,ST5C,AC6,AC
SP1a,ST5C,AC6,AC
SP2,ST5C,AC6,AC
SP2a,ST5C,AC6,AC
SP3,ST5C,AC6,AC
SP4,ST5C,AC6,AC
SP4a,ST5C,AC6,AC
SP4b,ST5C,AC6,AC
SP5,ST5C,AC6,AC
SP6,ST5C,AC6,AC
SP7,ST5C,AC6,AC
SP8,ST5C,AC6,AC
SP9,ST5C,AC6,AC
TH1,ST5C,AC13,AC
TH1a,ST5C,AC13,AC
TH2,ST5C,AC13,AC
TH2a,ST5C,AC13,AC
TH3,ST5C,AC13,AC
TH4,ST5C,AC13,AC
TH5,ST5C,AC13,AC
TH6,ST5C,AC13,AC
TH7,ST5C,AC13,AC
TH8,ST5C,AC13,AC
TH8a,ST5C,AC13,AC
TH9,ST5C,AC13,AC
CA1,ST5CS,AC10,AC
CA2,ST5CS,AC6,AC
IH1,ST5CS,AC6,AC
IH1a,ST5CS,AC6,AC
IH2,ST5CS,AC6,AC
IH2a,ST5CS,AC6,AC
IH3,ST5CS,AC13,AC
IH4,ST5CS,AC10,AC
IH4a,ST5CS,AC10,AC
IH5,ST5CS,AC13,AC
IH6,ST5CS,AC10,AC
IH6a,ST5CS,AC10,AC
IH6b,ST5CS,AC10,AC
IH7,ST5CS,AC13,AC
IH8,ST5CS,AC6,AC
IH9,ST5CS,AC10,AC
KA1,ST5CS,AC13,AC
KA2,ST5CS,AC13,AC
KA3,ST5CS,AC13,AC
KA4,ST5CS,AC13,AC
MW1,ST5CS,AC10,AC
MW10,ST5CS,AC6,AC
MW11,ST5CS,AC6,AC
MW12,ST5CS,AC6,AC
MW2,ST5CS,AC10,AC
MW2a,ST5CS,AC10,AC
MW3,ST5CS,AC10,AC
MW4,ST5CS,AC10,AC
MW4a,ST5CS,AC10,AC
MW5,ST5CS,AC10,AC
MW6,ST5CS,AC10,AC
MW7,ST5CS,AC10,AC
MW8,ST5CS,AC10,AC
MW9,ST5CS,AC6,AC
OW1,ST5CS,AC2,AC
OW2,ST5CS,AC2,AC
SH1,ST5CS,AC10,AC
SH2,ST5CS,AC10,AC
SH3,ST5CS,AC10,AC
SH4,ST5CS,AC10,AC
SH5,ST5CS,AC10,AC
SH5a,ST5CS,AC10,AC
SH5b,ST5CS,AC10,AC
SH6,ST5CS,AC10,AC
SH7,ST5CS,AC10,AC
SH8,ST5CS,AC10,AC
SP1,ST5CS,AC6,AC
SP10,ST5CS,AC6,AC
SP1a,ST5CS,AC6,AC
SP2,ST5CS,AC6,AC
SP2a,ST5CS,AC6,AC
SP3,ST5CS,AC6,AC
SP4,ST5CS,AC6,AC
SP4a,ST5CS,AC6,AC
SP4b,ST5CS,AC6,AC
SP5,ST5CS,AC6,AC
SP6,ST5CS,AC6,AC
SP7,ST5CS,AC6,AC
SP8,ST5CS,AC6,AC
SP9,ST5CS,AC6,AC
TH1,ST5CS,AC13,AC
TH1a,ST5CS,AC13,AC
TH2,ST5CS,AC13,AC
TH2a,ST5CS,AC13,AC
TH3,ST5CS,AC13,AC
TH5,ST5CS,AC13,AC
TH6,ST5CS,AC13,AC
TH7,ST5CS,AC13,AC
TH8,ST5CS,AC13,AC
TH8a,ST5CS,AC13,AC
TH9,ST5CS,AC13,AC
CA1,ST5S,AC10,AC
CA2,ST5S,AC6,AC
IH1,ST5S,AC6,AC
IH1a,ST5S,AC6,AC
IH2,ST5S,AC6,AC
IH2a,ST5S,AC6,AC
IH3,ST5S,AC13,AC
IH4,ST5S,AC10,AC
IH4a,ST5S,AC10,AC
IH5,ST5S,AC13,AC
IH6,ST5S,AC10,AC
IH6a,ST5S,AC10,AC
IH6b,ST5S,AC10,AC
IH7,ST5S,AC13,AC
IH8,ST5S,AC6,AC
IH9,ST5S,AC10,AC
KA1,ST5S,AC13,AC
KA2,ST5S,AC13,AC
KA3,ST5S,AC13,AC
KA4,ST5S,AC13,AC
MW1,ST5S,AC13,AC
MW10,ST5S,AC6,AC
MW11,ST5S,AC6,AC
MW12,ST5S,AC6,AC
MW2,ST5S,AC13,AC
MW2a,ST5S,AC13,AC
MW3,ST5S,AC13,AC
MW4,ST5S,AC13,AC
MW4a,ST5S,AC13,AC
MW5,ST5S,AC13,AC
MW6,ST5S,AC13,AC
MW7,ST5S,AC10,AC
MW8,ST5S,AC10,AC
MW9,ST5S,AC6,AC
OW1,ST5S,AC2,AC
OW2,ST5S,AC2,AC
SH1,ST5S,AC10,AC
SH2,ST5S,AC10,AC
SH3,ST5S,AC10,AC
SH4,ST5S,AC10,AC
SH5,ST5S,AC10,AC
SH5a,ST5S,AC10,AC
SH5b,ST5S,AC10,AC
SH6,ST5S,AC10,AC
SH7,ST5S,AC10,AC
SH8,ST5S,AC10,AC
SP1,ST5S,AC6,AC
SP10,ST5S,AC6,AC
SP1a,ST5S,AC6,AC
SP2,ST5S,AC6,AC
SP2a,ST5S,AC6,AC
SP3,ST5S,AC6,AC
SP4,ST5S,AC6,AC
SP4a,ST5S,AC6,AC
SP4b,ST5S,AC6,AC
SP5,ST5S,AC6,AC
SP6,ST5S,AC6,AC
SP7,ST5S,AC6,AC
SP8,ST5S,AC6,AC
SP9,ST5S,AC6,AC
TH1,ST5S,AC13,AC
TH1a,ST5S,AC13,AC
TH2,ST5S,AC13,AC
TH2a,ST5S,AC13,AC
TH3,ST5S,AC13,AC
TH5,ST5S,AC13,AC
TH6,ST5S,AC13,AC
TH7,ST5S,AC13,AC
TH8,ST5S,AC13,AC
TH8a,ST5S,AC13,AC
TH9,ST5S,AC13,AC
CA1,ST6,AC11,AC
CA2,ST6,AC7,AC
IH1,ST6,AC7,AC
IH1a,ST6,AC7,AC
IH2,ST6,AC7,AC
IH2a,ST6,AC7,AC
IH3,ST6,AC14,AC
IH4,ST6,AC11,AC
IH4a,ST6,AC11,AC
IH5,ST6,AC14,AC
IH6,ST6,AC11,AC
IH6a,ST6,AC11,AC
IH6b,ST6,AC11,AC
IH7,ST6,AC14,AC
IH8,ST6,AC6,AC
IH9,ST6,AC11,AC
KA1,ST6,AC14,AC
KA2,ST6,AC14,AC
KA3,ST6,AC14,AC
KA4,ST6,AC14,AC
MW1,ST6,AC14,AC
MW10,ST6,AC7,AC
MW11,ST6,AC7,AC
MW12,ST6,AC7,AC
MW13,ST6,AC14,AC
MW2,ST6,AC14,AC
MW2a,ST6,AC14,AC
MW3,ST6,AC14,AC
MW4,ST6,AC14,AC
MW4a,ST6,AC14,AC
MW5,ST6,AC14,AC
MW6,ST6,AC14,AC
MW7,ST6,AC11,AC
MW8,ST6,AC11,AC
MW9,ST6,AC7,AC
OF1,ST6,AC14,AC
OF2,ST6,AC14,AC
OF3,ST6,AC14,AC
OF4,ST6,AC14,AC
OF5,ST6,AC14,AC
OF6,ST6,AC14,AC
OF7,ST6,AC14,AC
OF8,ST6,AC14,AC
OF9,ST6,AC14,AC
OW1,ST6,AC3,AC
OW2,ST6,AC3,AC
SH1,ST6,AC11,AC
SH2,ST6,AC11,AC
SH3,ST6,AC11,AC
SH4,ST6,AC11,AC
SH5,ST6,AC11,AC
SH5a,ST6,AC11,AC
SH5b,ST6,AC11,AC
SH6,ST6,AC11,AC
SH7,ST6,AC11,AC
SH8,ST6,AC11,AC
SP1,ST6,AC7,AC
SP10,ST6,AC7,AC
SP1a,ST6,AC7,AC
SP2,ST6,AC7,AC
SP2a,ST6,AC7,AC
SP3,ST6,AC7,AC
SP4,ST6,AC7,AC
SP4a,ST6,AC7,AC
SP4b,ST6,AC7,AC
SP5,ST6,AC7,AC
SP6,ST6,AC7,AC
SP7,ST6,AC7,AC
SP8,ST6,AC7,AC
SP9,ST6,AC7,AC
TH1,ST6,AC14,AC
TH1a,ST6,AC14,AC
TH2,ST6,AC14,AC
TH2a,ST6,AC14,AC
TH3,ST6,AC14,AC
TH4,ST6,AC14,AC
TH6,ST6,AC14,AC
TH7,ST6,AC14,AC
TH8,ST6,AC14,AC
TH8a,ST6,AC14,AC
TH9,ST6,AC14,AC
CA1,ST6C,AC11,AC
CA2,ST6C,AC7,AC
IH1,ST6C,AC7,AC
IH1a,ST6C,AC7,AC
IH2,ST6C,AC7,AC
IH2a,ST6C,AC7,AC
IH3,ST6C,AC14,AC
IH4,ST6C,AC11,AC
IH4a,ST6C,AC11,AC
IH5,ST6C,AC14,AC
IH6,ST6C,AC11,AC
IH6a,ST6C,AC11,AC
IH6b,ST6C,AC11,AC
IH7,ST6C,AC14,AC
IH8,ST6C,AC6,AC
IH9,ST6C,AC11,AC
KA1,ST6C,AC14,AC
KA2,ST6C,AC14,AC
KA3,ST6C,AC14,AC
KA4,ST6C,AC14,AC
MW1,ST6C,AC11,AC
MW10,ST6C,AC7,AC
MW11,ST6C,AC7,AC
MW12,ST6C,AC7,AC
MW2,ST6C,AC11,AC
MW2a,ST6C,AC11,AC
MW3,ST6C,AC11,AC
MW4,ST6C,AC11,AC
MW4a,ST6C,AC11,AC
MW5,ST6C,AC11,AC
MW6,ST6C,AC11,AC
MW7,ST6C,AC11,AC
MW8,ST6C,AC11,AC
MW9,ST6C,AC7,AC
OF1,ST6C,AC14,AC
OF2,ST6C,AC14,AC
OF3,ST6C,AC14,AC
OF4,ST6C,AC14,AC
OF5,ST6C,AC14,AC
OF6,ST6C,AC14,AC
OF7,ST6C,AC14,AC
OF8,ST6C,AC14,AC
OF9,ST6C,AC14,AC
OW1,ST6C,AC3,AC
OW2,ST6C,AC3,AC
SH1,ST6C,AC11,AC
SH2,ST6C,AC11,AC
SH3,ST6C,AC11,AC
SH4,ST6C,AC11,AC
SH5,ST6C,AC11,AC
SH5a,ST6C,AC11,AC
SH5b,ST6C,AC11,AC
SH6,ST6C,AC11,AC
SH7,ST6C,AC11,AC
SH8,ST6C,AC11,AC
SP1,ST6C,AC7,AC
SP10,ST6C,AC7,AC
SP1a,ST6C,AC7,AC
SP2,ST6C,AC7,AC
SP2a,ST6C,AC7,AC
SP3,ST6C,AC7,AC
SP4,ST6C,AC7,AC
SP4a,ST6C,AC7,AC
SP4b,ST6C,AC7,AC
SP5,ST6C,AC7,AC
SP6,ST6C,AC7,AC
SP7,ST6C,AC7,AC
SP8,ST6C,AC7,AC
SP9,ST6C,AC7,AC
TH1,ST6C,AC14,AC
TH1a,ST6C,AC14,AC
TH2,ST6C,AC14,AC
TH2a,ST6C,AC14,AC
TH3,ST6C,AC14,AC
TH4,ST6C,AC14,AC
TH6,ST6C,AC14,AC
TH7,ST6C,AC14,AC
TH8,ST6C,AC14,AC
TH8a,ST6C,AC14,AC
TH9,ST6C,AC14,AC
CA1,ST6CS,AC11,AC
CA2,ST6CS,AC7,AC
IH1,ST6CS,AC7,AC
IH1a,ST6CS,AC7,AC
IH2,ST6CS,AC7,AC
IH2a,ST6CS,AC7,AC
IH3,ST6CS,AC14,AC
IH4,ST6CS,AC11,AC
IH4a,ST6CS,AC11,AC
IH5,ST6CS,AC14,AC
IH6,ST6CS,AC11,AC
IH6a,ST6CS,AC11,AC
IH6b,ST6CS,AC11,AC
IH7,ST6CS,AC14,AC
IH8,ST6CS,AC6,AC
IH9,ST6CS,AC11,AC
KA1,ST6CS,AC14,AC
KA2,ST6CS,AC14,AC
KA3,ST6CS,AC14,AC
KA4,ST6CS,AC14,AC
MW1,ST6CS,AC11,AC
MW10,ST6CS,AC7,AC
MW11,ST6CS,AC7,AC
MW12,ST6CS,AC7,AC
MW2,ST6CS,AC11,AC
MW2a,ST6CS,AC11,AC
MW3,ST6CS,AC11,AC
MW4,ST6CS,AC11,AC
MW4a,ST6CS,AC11,AC
MW5,ST6CS,AC11,AC
MW6,ST6CS,AC11,AC
MW7,ST6CS,AC11,AC
MW8,ST6CS,AC11,AC
MW9,ST6CS,AC7,AC
OW1,ST6CS,AC3,AC
OW2,ST6CS,AC3,AC
SH1,ST6CS,AC11,AC
SH2,ST6CS,AC11,AC
SH3,ST6CS,AC11,AC
SH4,ST6CS,AC11,AC
SH5,ST6CS,AC11,AC
SH5a,ST6CS,AC11,AC
SH5b,ST6CS,AC11,AC
SH6,ST6CS,AC11,AC
SH7,ST6CS,AC11,AC
SH8,ST6CS,AC11,AC
SP1,ST6CS,AC7,AC
SP10,ST6CS,AC7,AC
SP1a,ST6CS,AC7,AC
SP2,ST6CS,AC7,AC
SP2a,ST6CS,AC7,AC
SP3,ST6CS,AC7,AC
SP4,ST6CS,AC7,AC
SP4a,ST6CS,AC7,AC
SP4b,ST6CS,AC7,AC
SP5,ST6CS,AC7,AC
SP6,ST6CS,AC7,AC
SP7,ST6CS,AC7,AC
SP8,ST6CS,AC7,AC
SP9,ST6CS,AC7,AC
TH1,ST6CS,AC14,AC
TH1a,ST6CS,AC14,AC
TH2,ST6CS,AC14,AC
TH2a,ST6CS,AC14,AC
TH3,ST6CS,AC14,AC
TH6,ST6CS,AC14,AC
TH7,ST6CS,AC14,AC
TH8,ST6CS,AC14,AC
TH8a,ST6CS,AC14,AC
TH9,ST6CS,AC14,AC
CA1,ST6S,AC11,AC
CA2,ST6S,AC7,AC
IH1,ST6S,AC7,AC
IH1a,ST6S,AC7,AC
IH2,ST6S,AC7,AC
IH2a,ST6S,AC7,AC
IH3,ST6S,AC14,AC
IH4,ST6S,AC11,AC
IH4a,ST6S,AC11,AC
IH5,ST6S,AC14,AC
IH6,ST6S,AC11,AC
IH6a,ST6S,AC11,AC
IH6b,ST6S,AC11,AC
IH7,ST6S,AC14,AC
IH8,ST6S,AC6,AC
IH9,ST6S,AC11,AC
KA1,ST6S,AC14,AC
KA2,ST6S,AC14,AC
KA3,ST6S,AC14,AC
KA4,ST6S,AC14,AC
MW1,ST6S,AC14,AC
MW10,ST6S,AC7,AC
MW11,ST6S,AC7,AC
MW12,ST6S,AC7,AC
MW13,ST6S,AC14,AC
MW2,ST6S,AC14,AC
MW2a,ST6S,AC14,AC
MW3,ST6S,AC14,AC
MW4,ST6S,AC14,AC
MW4a,ST6S,AC14,AC
MW5,ST6S,AC14,AC
MW6,ST6S,AC14,AC
MW7,ST6S,AC11,AC
MW8,ST6S,AC11,AC
MW9,ST6S,AC7,AC
OW1,ST6S,AC3,AC
OW2,ST6S,AC3,AC
SH1,ST6S,AC11,AC
SH2,ST6S,AC11,AC
SH3,ST6S,AC11,AC
SH4,ST6S,AC11,AC
SH5,ST6S,AC11,AC
SH5a,ST6S,AC11,AC
SH5b,ST6S,AC11,AC
SH6,ST6S,AC11,AC
SH7,ST6S,AC11,AC
SH8,ST6S,AC11,AC
SP1,ST6S,AC7,AC
SP10,ST6S,AC7,AC
SP1a,ST6S,AC7,AC
SP2,ST6S,AC7,AC
SP2a,ST6S,AC7,AC
SP3,ST6S,AC7,AC
SP4,ST6S,AC7,AC
SP4a,ST6S,AC7,AC
SP4b,ST6S,AC7,AC
SP5,ST6S,AC7,AC
SP6,ST6S,AC7,AC
SP7,ST6S,AC7,AC
SP8,ST6S,AC7,AC
SP9,ST6S,AC7,AC
TH1,ST6S,AC14,AC
TH1a,ST6S,AC14,AC
TH2,ST6S,AC14,AC
TH2a,ST6S,AC14,AC
TH3,ST6S,AC14,AC
TH6,ST6S,AC14,AC
TH7,ST6S,AC14,AC
